Total Sheets: 44

--- SHEET: 5020 -2 HOJAS (Path: xl/worksheets/sheet1.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2:  VENTANERIA 5020  DOS HOJAS |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             100 |     CENTIMETROS |                 |                 |                
Row 6:    REF.ALUMINIO |                 |            3831 |                 |                 |                 |                 |             [ ]
Row 7:     REF. VIDRIO |                 |        4,5,6 MM |                 |                 |                 |                 |             [ ]
Row 8:     DESCRIPCION |                 |            REF. |  M. CENTIMETROS |                 |       CANT UND. |    CORTE GRADOS |             [ ]
Row 9:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 10:           MARCO |         CABEZAL |         ALN-173 |             100 |                 |               1 |              90 |             [ ]
Row 11:                 |          SILLAR |         ALN-173 |             100 |                 |               1 |                 |             [ ]
Row 12:                 |           JAMBA |         ALN-174 |            97.4 |                 |               2 |                 |             [ ]
Row 13:                 |         DIVISOR |         ALN-292 |            97.4 |                 |               1 |                 |             [ ]
Row 14:            HOJA | ANGULO CHAPETA 1x1¨ |             A15 |             3.4 |                 |               8 |              90 |             [ ]
Row 15:                 | Z DE HOJA  PARAL |         ALN-176 |              98 |                 |               2 |              45 |             [ ]

--- SHEET: FIJO PRO 3831 2 BASCULANTES (Path: xl/worksheets/sheet21.xml) ---
Row 1:                                          VITTEMP |                 |                 |                 |                 |                 |                 |             [ ]
Row 2: FIJO PROYECTANTE CON 2 BASCULANTE 3831 |                 |                 |                 |                 |                 |                 |             [ ]
Row 3:          ALTURA |                 |             100 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 4:           ANCHO |                 |             100 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 5: ANCHO BANO BASCULANTE |                 |              40 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 6:        CANTIDAD |                 |               1 |                 |                 |                 |                 |             [ ]
Row 7:    REF.ALUMINIO |                 |                 |                 |                 |                 |                 |             [ ]
Row 8:   REF. ACRILICO |                 |                 |                 |                 |                 |                 |             [ ]
Row 9:     DESCRIPCION |                 |            REF. | MEDIDA  CENTIMETROS |                 |       CANT UND. |    CORTE GRADOS |             [ ]
Row 10:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 11:           MARCO |         CABEZAL |         ALN-173 |             100 |                 |               1 |              90 |             [ ]
Row 12:                 |          SILLAR |         ALN-173 |             100 |                 |               1 |                 |             [ ]
Row 13:                 |           JAMBA |         ALN-174 |            97.4 |                 |               2 |                 |             [ ]
Row 14:                 |         DIVISOR |         ALN-292 |            97.4 |                 |               2 |                 |             [ ]
Row 15:            HOJA | ANGULO CHAPETA 1x1¨ |                 |             3.4 |                 |               8 |              90 |             [ ]

--- SHEET: 7038  DE 2 HOJAS (Path: xl/worksheets/sheet22.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2:  PUERTA 7038 DE 2 HOJAS |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             230 |                 |     CENTIMETROS |                 |                
Row 4:           ANCHO |                 |                 |             210 |                 |     CENTIMETROS |                 |                
Row 5:    REF.ALUMINIO |                 |                 |                 |                 |                 |                 |                
Row 6:     REF. VIDRIO |                 |                 |                 |                 |                 |                 |                
Row 7:     DESCRICCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |       CANT UND. |    ANGULO CORTE
Row 8:           MARCO |         CABEZAL |         ALN-700 |             210 |                 |                 |               1 |              90
Row 9:                 |          SILLAR |         ALN-775 |             210 |                 |                 |               1 |              90
Row 10:                 |           JAMBA |         ALN-702 |           228.5 |                 |                 |               2 |              90
Row 11:          HOJAS  |   ENGANCHE 7038 |         ALN-705 |           226.5 |                 |                 |               2 |              90
Row 12:                 |   TRASLAPE 7038 |         ALN-704 |           226.5 |                 |                 |               2 |              90
Row 13:                 | HORISONTAL SUP. |         ALN-703 |          105.35 |                 |                 |               4 |              90
Row 14:         VIDRIOS |            6 MM |                 |          ALTURA |          ANCHO  |                 |                 |                
Row 15:                 |                 |                 |                 |                 |                 |                 |                

--- SHEET: 7038 DE 3 HOJAS (Path: xl/worksheets/sheet23.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2:  PUERTA CORREDISA 7038 DE 3 HOJAS 1 DE PARCHE |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             230 |     CENTIMETROS |                 |                 |                
Row 4:           ANCHO |                 |                 |             360 |     CENTIMETROS |                 |                 |                
Row 5:    REF.ALUMINIO |                 |                 |                 |                 |                 |                 |                
Row 6:     REF. VIDRIO |                 |                 |                 |                 |                 |                 |                
Row 7:     DESCRICCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |       CANT UND. |   ANGULO GRADOS
Row 8:           MARCO |         CABEZAL |         ALN-700 |             360 |                 |                 |               1 |              90
Row 9:                 |          SILLAR |         ALN-775 |             360 |                 |                 |               1 |              90
Row 10:                 |           JAMBA |         ALN-702 |           228.5 |                 |                 |               2 |              90
Row 11:       HOJA FIJA |   ENGANCHE 7038 |         ALN-705 |           229.6 |                 |                 |               1 |              90
Row 12:                 |   TRASLAPE 7038 |         ALN-704 |           229.6 |                 |                 |               1 |              90
Row 13:                 | HORIZONTAL SUP. |         ALN-703 | 122.39999999999999 |                 |                 |               1 |              90
Row 14:                 | HORIZONTAL INF. |         ALN-703 | 122.39999999999999 |                 |                 |               1 |              90
Row 15: HOJAS CORREDERAS |   ENGANCHE 7038 |         ALN-705 |           226.5 |                 |                 |               3 |              90

--- SHEET: 7038-4 HOJAS (Path: xl/worksheets/sheet24.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2: PUERTA CORREDERA 7038  DE CUATRO HOJAS  |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 | 280.60000000000002 |    CENTIMETROS  |                 |                 |                
Row 4:           ANCHO |                 |                 |             400 |    CENTIMETROS  |                 |                 |                
Row 5:    REF.ALUMINIO |                 |                 |                 |                 |                 |                 |                
Row 6:     REF. VIDRIO |                 |                 |                 |                 |                 |                 |                
Row 7:     DESCRICCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |            CANT |    ANGULO CORTE
Row 8:           MARCO |         CABEZAL |         ALN-700 |             400 |                 |                 |               1 |              90
Row 9:                 |          SILLAR |         ALN-775 |             400 |                 |                 |               1 |              90
Row 10:                 |           JAMBA |         ALN-702 | 279.40000000000003 |                 |                 |               2 |              90
Row 11:           HOJAS |   ENGANCHE 7038 |         ALN-705 | 277.10000000000002 |                 |                 |               4 |              90
Row 12:                 |   TRASLAPE 7038 |         ALN-704 | 277.10000000000002 |                 |                 |               4 |              90
Row 13:                 |     HORIZONTAL  |         ALN-703 |         101.575 |                 |                 |               8 |              90
Row 14:                 |       ADAPTADOR |         HSP-019 | 277.10000000000002 |                 |                 |               1 |              90
Row 15:         VIDRIOS |            6 mm |                 |          ALTURA |          ANCHO  |                 |                 |                

--- SHEET: 7038 EMPOTRAR DE 2 HOJAS (Path: xl/worksheets/sheet25.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2:  PUERTA 7038 (EMPOTRAR) DE 2 HOJAS |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             230 |                 |     CENTIMETROS |                 |                
Row 4:           ANCHO |                 |                 |             210 |                 |     CENTIMETROS |                 |                
Row 5:        CANTIDAD |                 |                 |               1 |                 |                 |                 |                
Row 6:    REF.ALUMINIO |                 |                 |                 |                 |                 |                 |                
Row 7:     REF. VIDRIO |                 |                 |                 |                 |                 |                 |                
Row 8:     DESCRICCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |       CANT UND. |    ANGULO CORTE
Row 9:           MARCO |         CABEZAL |         ALN-700 |             210 |                 |                 |               1 |              90
Row 10:                 |          SILLAR |         ALN-701 |             210 |                 |                 |               1 |              90
Row 11:                 |           JAMBA |         ALN-702 |           227.5 |                 |                 |               2 |              90
Row 12:          HOJAS  |  ENGANCHE  FIJO |         ALN-705 |           227.5 |                 |                 |               1 |              90
Row 13:                 |  TRASLAPE  FIJO |         ALN-704 |           227.5 |                 |                 |               1 |              90
Row 14:                 |   ENGANCHE NAVE |         ALN-705 |           226.5 |                 |                 |               1 |                
Row 15:                 |   TRASLAPE NAVE |         ALN-704 |           226.5 |                 |                 |               1 |                

--- SHEET: 7038 DE EMPOTRAR 3 HOJAS 1 PARC (Path: xl/worksheets/sheet26.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2: 7038 DE INCRUSTAR PUERTA CORREDISA  DE 3 HOJAS 1 DE PARCHE |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             230 |     CENTIMETROS |                 |                 |                
Row 4:           ANCHO |                 |                 |             360 |     CENTIMETROS |                 |                 |                
Row 5:        CANTIDAD |                 |                 |               1 |                 |                 |                 |                
Row 6:    REF.ALUMINIO |                 |                 |                 |                 |                 |                 |                
Row 7:     REF. VIDRIO |                 |                 |                 |                 |                 |                 |                
Row 8:     DESCRICCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |       CANT UND. |   ANGULO GRADOS
Row 9:           MARCO |         CABEZAL |         ALN-700 |             360 |                 |                 |               1 |              90
Row 10:                 |          SILLAR |         ALN-701 |             360 |                 |                 |               1 |              90
Row 11:                 |           JAMBA |         ALN-702 |           227.5 |                 |                 |               2 |              90
Row 12:       HOJA FIJA |   ENGANCHE 7038 |         ALN-705 |           229.6 |                 |                 |               1 |              90
Row 13:                 |   TRASLAPE 7038 |         ALN-704 |           229.6 |                 |                 |               1 |              90
Row 14:                 | HORIZONTAL SUP. |         ALN-703 | 122.39999999999999 |                 |                 |               1 |              90
Row 15:                 | HORIZONTAL INF. |         ALN-703 | 122.39999999999999 |                 |                 |               1 |              90

--- SHEET:  7038 EMPOTRAR -4 HOJAS (Path: xl/worksheets/sheet27.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2: 7038 DE EMPOTRAR CUATRO HOJAS  |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 | 280.60000000000002 |    CENTIMETROS  |                 |                 |                
Row 4:           ANCHO |                 |                 |             400 |    CENTIMETROS  |                 |                 |                
Row 5:        CANTIDAD |                 |                 |               1 |                 |                 |                 |                
Row 6:    REF.ALUMINIO |                 |                 |                 |                 |                 |                 |                
Row 7:     REF. VIDRIO |                 |                 |                 |                 |                 |                 |                
Row 8:     DESCRICCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |            CANT |    ANGULO CORTE
Row 9:           MARCO |         CABEZAL |         ALN-700 |             400 |                 |                 |               1 |              90
Row 10:                 |          SILLAR |         ALN-701 |             400 |                 |                 |               1 |              90
Row 11:                 |           JAMBA |         ALN-702 | 278.10000000000002 |                 |                 |               2 |              90
Row 12:           HOJAS |   ENGANCHE FIJO |         ALN-705 | 278.10000000000002 |                 |                 |               2 |              90
Row 13:                 |   TRASLAPE FIJO |         ALN-704 | 278.10000000000002 |                 |                 |               2 |              90
Row 14:                 |   ENGANCHE NAVE |         ALN-705 | 277.10000000000002 |                 |                 |               2 |              90
Row 15:                 |   TRASLAPE NAVE |         ALN-704 | 277.10000000000002 |                 |                 |               2 |              90

--- SHEET: DIVICION ACRILICO BAÑO (Path: xl/worksheets/sheet28.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 2:  DIVIBAÑO EN ACRILICO |                 |                 |                 |                 |                 |                 |             [ ]
Row 3:          ALTURA |             180 |     CENTIMETROS |                 |                 |                 |                 |             [ ]
Row 4:           ANCHO |             114 |     CENTIMETROS |                 |                 |                 |                 |             [ ]
Row 5:    REF.ALUMINIO |                 |                 |                 |                 |                 |                 |             [ ]
Row 6:   REF. ACRILICO |                 |                 |                 |                 |                 |                 |             [ ]
Row 7:     DESCRIPCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |       CANT UND. |    CORTE GRADOS |             [ ]
Row 8:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 9:           MARCO |         CABEZAL |        ALNA-346 |             114 |                 |               1 |              90 |             [ ]
Row 10:                 |          SILLAR |           S-597 |             113 |                 |               1 |                 |             [ ]
Row 11:                 |           JAMBA |         ALN-343 |             177 |                 |               2 |                 |             [ ]
Row 12:     HOJAS CORR. |    U LIVIANA PA |           S-596 |             175 |                 |               2 |              45 |             [ ]
Row 13:       HOJA FIJA |    U LIVIANA PA |                 |           175.5 |                 |               2 |                 |             [ ]
Row 14:                 |    U LIVIANA H. |                 |           57.75 |                 |               4 |                 |             [ ]
Row 15:        TOALLERO |        BARRA T. |         ALN-234 |           49.75 |                 |               2 |              90 |             [ ]

--- SHEET: PUERTA B. BOTAGUA Y 744 (Path: xl/worksheets/sheet29.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 2:  PUERTA VATIENTE U. LIVIANA |                 |                 |                 |                 |                 |                 |             [ ]
Row 3:          ALTURA |             180 |     CENTIMETROS |                 |                 |                 |                 |             [ ]
Row 4:           ANCHO |              70 |     CENTIMETROS |                 |                 |                 |                 |             [ ]
Row 5:    REF.ALUMINIO |                 |                 |                 |                 |                 |                 |             [ ]
Row 6:   REF. ACRILICO |                 |                 |                 |                 |                 |                 |             [ ]
Row 7:     DESCRIPCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |       CANT UND. |    CORTE GRADOS |             [ ]
Row 8:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 9:           MARCO | BOTAGUA CORRIENTE |           S.268 |             180 |                 |               2 |              90 |             [ ]
Row 10:                 |                 |                 |            67.2 |                 |               2 |              90 |             [ ]
Row 11:       HOJA FIJA | TRASLAPE DE 744 |         ALN-388 |           177.1 |                 |               2 |              45 |             [ ]
Row 12:                 | TRASLAPE DE 744 |                 | 66.400000000000006 |                 |               2 |              45 |             [ ]
Row 13:        ACRILICO |  ENCHAPE BLANCO |                 |          ALTURA |           ANCHO |                 |                 |             [ ]
Row 14:                 |                 |                 |             170 | 59.300000000000004 |               1 |              90 |             [ ]
Row 15:         EMPAQUE |            5020 |                 |                 |                 |           458.6 |              ML |             [ ]

--- SHEET: ALACENA  (Path: xl/worksheets/sheet30.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2: ALACENA EN U. DE DOS HOJAS CORREDERAS |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |              80 |     CENTIMETROS |                 |                 |                
Row 4:           ANCHO |                 |                 |              80 |     CENTIMETROS |                 |                 |                
Row 5:   REF. ALUMINIO |                 |                 |                 |                 |                 |                 |                
Row 6:  REF. ACRILICOS |                 |                 |                 |                 |                 |                 |                
Row 7:     DESCRICCION |                 |            REF. | MEDIDAS EN MILIMETROS |                 |                 |       CANT UND. |    ANGULO CORTE
Row 8:           MARCO | SILLAR DIV DE BAÑO |           S-597 |              80 |                 |                 |               1 |              45
Row 9:                 | CABEZAL DIV DE BAÑO |                 |              80 |                 |                 |               1 |              45
Row 10:                 |       JAMBAS U. |         ALN-343 |              80 |                 |                 |               2 |              45
Row 11:           HOJAS | U LIVIANA PARAL |           S-596 |            77.5 |                 |                 |               4 |              45
Row 12:                 | U LIVIANA H SUP |                 | 40.450000000000003 |                 |                 |               4 |              45
Row 13:                 |   CHAPETAS 1X1¨ |           A-011 | 1.1000000000000001 |                 |                 |               8 |              90
Row 14:        ACRILICO |       ACRILICOS |                 |          ALTURA |          ANCHO  |                 |                 |                
Row 15:                 |                 |                 |            73.5 | 36.450000000000003 |                 |               2 |                

--- SHEET: COLOSAL 2.6 2 HOJAS (Path: xl/worksheets/sheet31.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2:  VENTANERIA COLOSAL 2.6  2 HOJAS |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             100 |     CENTIMETROS |                 |                 |                
Row 4:           ANCHO |                 |                 |             100 |     CENTIMETROS |                 |                 |                
Row 5:        CANTIDAD |                 |                 |               3 |                 |                 |                 |                
Row 6:   REF. ALUMINIO |                 |                 |                 |                 |                 |                 |                
Row 7:     REF. VIDRIO |                 |                 |                 |                 |                 |                 |                
Row 8:     DESCRIPCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |       CANT UND. |    CORTE GRADOS
Row 9:                 |                 |                 |                 |                 |                 |                 |                
Row 10:           MARCO |         CABEZAL |            3207 |             100 |                 |                 |               3 |              90
Row 11:                 |          SILLAR |            3208 |             100 |                 |                 |               3 |              90
Row 12:                 |           JAMBA |            3211 |            98.9 |                 |                 |               6 |              90
Row 13:           HOJAS |   ENGANCHE FIJO |            3216 |            97.6 |                 |                 |               3 |              90
Row 14:                 |   ENGANCHE NAVE |            3216 |            96.7 |                 |                 |               3 |              90
Row 15:                 |   TRASLAPE FIJO |            3215 |            97.6 |                 |                 |               3 |              90

--- SHEET:  COLOSAL 2.6 3 HOJAS IGUALES (Path: xl/worksheets/sheet32.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2:  VENTANERIA COLOSAL 2.6  3 HOJAS IGUALES  XOX |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             220 |     CENTIMETROS |                 |                 |                
Row 4:           ANCHO |                 |                 |             200 |     CENTIMETROS |                 |                 |                
Row 5:        CANTIDAD |                 |                 |               1 |                 |                 |                 |                
Row 6:   REF. ALUMINIO |                 |                 |                 |                 |                 |                 |                
Row 7:     REF. VIDRIO |                 |                 |                 |                 |                 |                 |                
Row 8:     DESCRIPCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |       CANT UND. |    CORTE GRADOS
Row 9:                 |                 |                 |                 |                 |                 |                 |                
Row 10:           MARCO |         CABEZAL |            3207 |             200 |                 |                 |               1 |              90
Row 11:                 |          SILLAR |            3208 |             200 |                 |                 |               1 |              90
Row 12:                 |           JAMBA |            3211 |           218.9 |                 |                 |               2 |              90
Row 13:           HOJAS |   ENGANCHE FIJO |            3216 |           217.6 |                 |                 |               2 |              90
Row 14:                 |   ENGANCHE NAVE |            3216 |           216.7 |                 |                 |               2 |              90
Row 15:                 |   TRASLAPE FIJO |            3215 |             N/A |                 |                 |               0 |              90

--- SHEET: COLOSAL 2.6 4 HOJAS  (Path: xl/worksheets/sheet33.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2:  VENTANERIA COLOSAL 2.6  4 HOJAS OXXO |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             220 |     CENTIMETROS |                 |                 |                
Row 4:           ANCHO |                 |                 |             200 |     CENTIMETROS |                 |                 |                
Row 5:        CANTIDAD |                 |                 |               1 |                 |                 |                 |                
Row 6:   REF. ALUMINIO |                 |                 |                 |                 |                 |                 |                
Row 7:     REF. VIDRIO |                 |                 |                 |                 |                 |                 |                
Row 8:     DESCRIPCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |       CANT UND. |    CORTE GRADOS
Row 9:                 |                 |                 |                 |                 |                 |                 |                
Row 10:           MARCO |         CABEZAL |            3207 |             200 |                 |                 |               1 |              90
Row 11:                 |          SILLAR |            3208 |             200 |                 |                 |               1 |              90
Row 12:                 |           JAMBA |            3211 |           218.9 |                 |                 |               2 |              90
Row 13:           HOJAS |   ENGANCHE FIJO |            3216 |           217.6 |                 |                 |               2 |              90
Row 14:                 |   ENGANCHE NAVE |            3216 |           216.7 |                 |                 |               2 |              90
Row 15:                 |   TRASLAPE FIJO |            3215 |           217.6 |                 |                 |               2 |              90

--- SHEET:  COLOSAL 3.45 2 HOJAS (Path: xl/worksheets/sheet34.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2:  VENTANERIA COLOSAL 3.45 XO y XX |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             220 |     CENTIMETROS |                 |                 |                
Row 4:           ANCHO |                 |                 |             200 |     CENTIMETROS |                 |                 |                
Row 5:        CANTIDAD |                 |                 |               1 |                 |                 |                 |                
Row 6:   REF. ALUMINIO |                 |    COLOSAL 3.45 |                 |                 |                 |                 |                
Row 7:     REF. VIDRIO |                 |             6MM |                 |                 |                 |                 |                
Row 8:     DESCRIPCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |       CANT UND. |    CORTE GRADOS
Row 9:                 |                 |                 |                 |                 |                 |                 |                
Row 10:           MARCO | MARCO SUP E INF |            3418 |             200 |                 |                 |               2 |              45
Row 11:                 |                 |                 |                 |                 |                 |                 |                
Row 12:                 |     MARCO JAMBA |            3418 |             220 |                 |                 |               2 |              45
Row 13:           HOJAS |    ENTRECIERRE  |            3421 |           215.8 |                 |                 |               1 |              90
Row 14:                 |                 |                 |                 |                 |                 |                 |                
Row 15:                 |                 |                 |                 |                 |                 |                 |                

--- SHEET: ASTRAL 1.7 DOS HOJAS (Path: xl/worksheets/sheet35.xml) ---
Row 1:                 |                 |                 |                 |                 |                 |                 |                
Row 2:  VENTANERIA ASTRAL 1.7 2 HOJAS |                 |                 |                 |                 |                 |                 |                
Row 3:          ALTURA |                 |                 |             220 |     CENTIMETROS |                 |                 |                
Row 4:           ANCHO |                 |                 |             200 |     CENTIMETROS |                 |                 |                
Row 5:        CANTIDAD |                 |                 |               1 |                 |                 |                 |                
Row 6:   REF. ALUMINIO |                 |                 |                 |                 |                 |                 |                
Row 7:     REF. VIDRIO |                 |                 |                 |                 |                 |                 |                
Row 8:     DESCRIPCION |                 |            REF. | MEDIDAS EN CENTIMETROS |                 |                 |       CANT UND. |    CORTE GRADOS
Row 9:                 |                 |                 |                 |                 |                 |                 |                
Row 10:           MARCO |         CABEZAL |            3199 |             200 |                 |                 |               1 |              90
Row 11:                 |          SILLAR |            3200 |             200 |                 |                 |               1 |              90
Row 12:                 |           JAMBA |            3191 |           219.2 |                 |                 |               2 |              90
Row 13:           HOJAS |                 |                 |                 |                 |                 |                 |                
Row 14:                 |       ENGANCHE  |            3380 |           216.6 |                 |                 |               2 |              90
Row 15:                 |   TRASLAPE NAVE |            3380 |           216.6 |                 |                 |               2 |              90

--- SHEET: ZINU DISEÑO X (Path: xl/worksheets/sheet36.xml) ---
Row 1:                                  |                 |                 |                 |                 |                 |                 |             [ ]
Row 2:  ZINU BASCULANTE  |                 |                 |                 |                 |                 |                 |             [ ]
Row 3:          ALTURA |                 |             100 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 4:           ANCHO |                 |              50 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 5:        CANTIDAD |                 |               1 |                 |                 |                 |                 |             [ ]
Row 6:    REF.ALUMINIO |                 |    EUROPEO ZINU |                 |                 |                 |                 |             [ ]
Row 7:     REF. VIDRIO |                 | TERMOACUSTICO 22MM CON CAMARA |                 |                 |                 |                 |             [ ]
Row 8:     DESCRIPCION |                 |            REF. |  M. CENTIMETROS |                 |       CANT UND. |    CORTE GRADOS |             [ ]
Row 9:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 10:           MARCO | PERIETRAL MARCO HORIZONTAL |            3596 |              50 |                 |               2 |              45 |             [ ]
Row 11:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 12:                 | PERIMETRAL MARCO VERTICAL |            3596 |             100 |                 |               2 |                 |             [ ]
Row 13:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 14:            HOJA |                 |                 |                 |                 |                 |                 |             [ ]
Row 15:                 | Z DE HOJA  VERTICAL |            3602 |            95.9 |                 |               2 |              45 |             [ ]

--- SHEET: ZINU DISEÑO O (FIJO) (Path: xl/worksheets/sheet37.xml) ---
Row 1:                                  |                 |                 |                 |                 |                 |                 |             [ ]
Row 2:  ZINU CUERPO FIJO |                 |                 |                 |                 |                 |                 |             [ ]
Row 3:          ALTURA |                 |             100 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 4:           ANCHO |                 |              50 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 5:        CANTIDAD |                 |               1 |                 |                 |                 |                 |             [ ]
Row 6:    REF.ALUMINIO |                 |    EUROPEO ZINU |                 |                 |                 |                 |             [ ]
Row 7:     REF. VIDRIO |                 | TERMOACUSTICO 22MM CON CAMARA |                 |                 |                 |                 |             [ ]
Row 8:     DESCRIPCION |                 |            REF. |  M. CENTIMETROS |                 |       CANT UND. |    CORTE GRADOS |             [ ]
Row 9:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 10:           MARCO | PERIETRAL MARCO HORIZONTAL |            3596 |              50 |                 |               2 |              45 |             [ ]
Row 11:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 12:                 | PERIMETRAL MARCO VERTICAL |            3596 |             100 |                 |               2 |                 |             [ ]
Row 13:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 14:            HOJA |                 |                 |                 |                 |                 |                 |             [ ]
Row 15:                 | Z DE HOJA  VERTICAL |            3602 |             N/A |                 |               0 |              45 |             [ ]

--- SHEET:  ZINU DISEÑO O-X (Path: xl/worksheets/sheet38.xml) ---
Row 1:                                  |                 |                 |                 |                 |                 |                 |             [ ]
Row 2:  VENTANA ZINU DISEÑO O-X |                 |                 |                 |                 |                 |                 |             [ ]
Row 3: ALTURA TOTAL VENTANA |                 | 154.30000000000001 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 4: ANCHO TOTAL VENTANA |                 |             100 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 5: ANCHO BANO NAVE |                 |              40 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 6:        CANTIDAD |                 |               1 |                 |                 |                 |                 |             [ ]
Row 7:    REF.ALUMINIO |                 |    EUROPEO ZINU |                 |                 |                 |                 |             [ ]
Row 8:     REF. VIDRIO |                 | TERMOACUSTICO 22MM CON CAMARA |                 |                 |                 |                 |             [ ]
Row 9:     DESCRIPCION |                 |            REF. |  M. CENTIMETROS |                 |       CANT UND. |    CORTE GRADOS |             [ ]
Row 10:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 11:           MARCO | PERIETRAL MARCO HORIZONTAL |            3596 |             100 |                 |               2 |              45 |             [ ]
Row 12:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 13:                 | PERIMETRAL MARCO VERTICAL |            3596 |             100 |                 |               2 |                 |             [ ]
Row 14:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 15:                 | DIVISOR VERTICAL |            3604 |             149 |                 |               1 |                 |             [ ]

--- SHEET: ZINU DISEÑO X-O-X (Path: xl/worksheets/sheet39.xml) ---
Row 1:                                  |                 |                 |                 |                 |                 |                 |             [ ]
Row 2:  VENTANA ZINU DISEÑO X-O-X |                 |                 |                 |                 |                 |                 |             [ ]
Row 3: ALTURA TOTAL VENTANA |                 |             150 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 4: ANCHO TOTAL VENTANA |                 |             200 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 5: ANCHO BANO NAVE |                 |              40 |     CENTIMETROS |                 |                 |                 |             [ ]
Row 6:        CANTIDAD |                 |               1 |                 |                 |                 |                 |             [ ]
Row 7:    REF.ALUMINIO |                 |    EUROPEO ZINU |                 |                 |                 |                 |             [ ]
Row 8:     REF. VIDRIO |                 | TERMOACUSTICO 22MM CON CAMARA |                 |                 |                 |                 |             [ ]
Row 9:     DESCRIPCION |                 |            REF. |  M. CENTIMETROS |                 |       CANT UND. |    CORTE GRADOS |             [ ]
Row 10:                 |                 |                 |                 |                 |                 |                 |             [ ]
Row 11:           MARCO | PERIETRAL MARCO HORIZONTAL |            3596 |             200 |                 |               2 |              45 |             [ ]
